question,intent,clean_question,label
Provide all total profit,total_profit,provide all total profit,28
Tell me sales average.,average_sales,tell me sales average,1
Can you generate the business overview?,dashboard_summary,can you generate the business overview,9
Create a report for average profit.,average_profit,create a report for average profit,0
Kindly find the overall earnings.,total_profit,kindly find the overall earnings,28
Display latest subcategory wise sales.,sales_by_subcategory,display latest subcategory wise sales,22
View annual sales.,yearly_sales,view annual sales,32
Can you calculate the sales by month?,monthly_sales,can you calculate the sales by month,15
Display complete sales for each category.,sales_by_category,display complete sales for each category,20
What is number of orders?,order_count,what is number of orders,16
Give all sales by subcategory,sales_by_subcategory,give all sales by subcategory,22
Show me the monthly business profit.,monthly_profit,show me the monthly business profit,14
Visualize most profitable region.,best_region,visualize most profitable region,2
Present overall revenue.,total_sales,present overall revenue,29
Show all stock overview,inventory_summary,show all stock overview,12
Could you analyze the growth in sales?,sales_growth,could you analyze the growth in sales,23
Display complete discount offered.,discount_analysis,display complete discount offered,10
Tell me overall revenue.,total_sales,tell me overall revenue,29
I want the total earnings.,total_profit,i want the total earnings,28
Analyze least popular products.,bottom_products,analyze least popular products,5
Kindly list the lowest spending customers.,bottom_customers,kindly list the lowest spending customers,4
Create dashboard for overall profit.,total_profit,create dashboard for overall profit,28
Display complete number of customers.,customer_count,display complete number of customers,8
Could you provide the shipping analysis?,shipping_analysis,could you provide the shipping analysis,24
Give detailed average sales.,average_sales,give detailed average sales,1
View all average sales amount,average_sales,view all average sales amount,1
Plot most valuable customers.,top_customers,plot most valuable customers,26
Could you reveal the average profit?,average_profit,could you reveal the average profit,0
Display complete profit by region,region_profit,display complete profit by region,19
Give complete average earnings,average_profit,give complete average earnings,0
What is the average business profit?,average_profit,what is the average business profit,0
Visualize total quantity.,quantity_analysis,visualize total quantity,18
Could you show the average revenue?,average_sales,could you show the average revenue,1
Could you list the bottom cities?,bottom_cities,could you list the bottom cities,3
Please display the average turnover.,average_sales,please display the average turnover,1
Reveal complete best performing states,top_states,reveal complete best performing states,27
Identify the lowest selling products,bottom_products,identify the lowest selling products,5
Give me least selling products.,bottom_products,give me least selling products,5
Provide the profit by category,category_profit,provide the profit by category,7
View average gross profit.,average_profit,view average gross profit,0
Could you compare the category wise profit?,category_profit,could you compare the category wise profit,7
Show me category wise profit.,category_profit,show me category wise profit,7
View the ship mode analysis.,shipping_analysis,view the ship mode analysis,24
Give me product quantities.,quantity_analysis,give me product quantities,18
Can you show top customers?,top_customers,can you show top customers,26
Show complete category sales.,sales_by_category,show complete category sales,20
Display latest total revenue.,total_sales,display latest total revenue,29
Provide overall yearly profit,yearly_profit,provide overall yearly profit,31
Generate a report for least profitable product.,lowest_profit_product,generate a report for least profitable product,13
Give me the total orders.,order_count,give me the total orders,16
Can you give inventory report?,inventory_summary,can you give inventory report,12
Present total revenue.,total_sales,present total revenue,29
Give complete least valuable customers.,bottom_customers,give complete least valuable customers,4
Show overall dashboard,dashboard_summary,show overall dashboard,9
Show complete sales by month,monthly_sales,show complete sales by month,15
Show all worst sales region,worst_region,show all worst sales region,30
Can you reveal the yearly profit?,yearly_profit,can you reveal the yearly profit,31
Show me top selling states.,top_states,show me top selling states,27
Kindly display the sales for each category.,sales_by_category,kindly display the sales for each category,20
Show overall net profit,total_profit,show overall net profit,28
Summarize the subcategory wise sales.,sales_by_subcategory,summarize the subcategory wise sales,22
Could you calculate the grand total profit?,total_profit,could you calculate the grand total profit,28
Can you display category sales?,sales_by_category,can you display category sales,20
Find sales for each category.,sales_by_category,find sales for each category,20
View business overview.,dashboard_summary,view business overview,9
Generate the shipping analysis.,shipping_analysis,generate the shipping analysis,24
Could you compare the regional profit?,region_profit,could you compare the regional profit,19
Give detailed net profit.,total_profit,give detailed net profit,28
Generate a report for segment sales.,sales_by_segment,generate a report for segment sales,21
Can you calculate the annual sales?,yearly_sales,can you calculate the annual sales,32
I'd like the category profit performance.,category_profit,id like the category profit performance,7
Find complete quantity analysis,quantity_analysis,find complete quantity analysis,18
Fetch the best region.,best_region,fetch the best region,2
Can I see annual sales?,yearly_sales,can i see annual sales,32
Generate the discount analysis.,discount_analysis,generate the discount analysis,10
Kindly find the profit across categories.,category_profit,kindly find the profit across categories,7
Please display profit average.,average_profit,please display profit average,0
Show complete bottom customers,bottom_customers,show complete bottom customers,4
Display overall number of orders,order_count,display overall number of orders,16
Can you identify best customers?,top_customers,can you identify best customers,26
Analyze complete monthly profit,monthly_profit,analyze complete monthly profit,14
Display delivery performance,shipping_analysis,display delivery performance,24
Provide overall lowest profit product,lowest_profit_product,provide overall lowest profit product,13
Give me shipping analysis.,shipping_analysis,give me shipping analysis,24
What is best region?,best_region,what is best region,2
Can you identify the best sales region?,best_region,can you identify the best sales region,2
Analyze the profit by year,yearly_profit,analyze the profit by year,31
What is average profit?,average_profit,what is average profit,0
Analyze average discount,discount_analysis,analyze average discount,10
Can you reveal subcategory performance?,sales_by_subcategory,can you reveal subcategory performance,22
Show me the sales by category.,sales_by_category,show me the sales by category,20
Could you provide the least popular products?,bottom_products,could you provide the least popular products,5
Could you view the average income?,average_profit,could you view the average income,0
Please analyze sales for each category.,sales_by_category,please analyze sales for each category,20
I'd like to know lowest performing region.,worst_region,id like to know lowest performing region,30
Give overall customer segment sales,sales_by_segment,give overall customer segment sales,21
Display latest overall revenue.,total_sales,display latest overall revenue,29
I would like profit by month.,monthly_profit,i would like profit by month,14
Give mean profit,average_profit,give mean profit,0
Analyze worst region.,worst_region,analyze worst region,30
Generate category wise profit.,category_profit,generate category wise profit,7
Kindly show the bottom customers.,bottom_customers,kindly show the bottom customers,4
Could you reveal the yearly profit?,yearly_profit,could you reveal the yearly profit,31
Tell me complete net profit,total_profit,tell me complete net profit,28
Display latest overall orders.,order_count,display latest overall orders,16
Find the inactive customers.,bottom_customers,find the inactive customers,4
View the average income,average_sales,view the average income,1
Explain inactive customers.,bottom_customers,explain inactive customers,4
Can you find the average income?,average_sales,can you find the average income,1
Could you reveal the lowest sales cities?,bottom_cities,could you reveal the lowest sales cities,3
Generate a report for total customers.,customer_count,generate a report for total customers,8
Give grand total sales,total_sales,give grand total sales,29
Provide overall least profitable product,lowest_profit_product,provide overall least profitable product,13
Please compare segment sales.,sales_by_segment,please compare segment sales,21
Kindly tell me the grand total profit.,total_profit,kindly tell me the grand total profit,28
How much is the profit by category?,category_profit,how much is the profit by category,7
Give overall segment performance,sales_by_segment,give overall segment performance,21
Tell me the stock overview.,inventory_summary,tell me the stock overview,12
Show latest profit increase.,profit_growth,show latest profit increase,17
How much is the shipping mode?,shipping_analysis,how much is the shipping mode,24
Give me overall revenue.,total_sales,give me overall revenue,29
Please analyze profit by year.,yearly_profit,please analyze profit by year,31
Explain the least profitable states.,bottom_states,explain the least profitable states,6
Compare overall shipping performance,shipping_analysis,compare overall shipping performance,24
Display sales by subcategory.,sales_by_subcategory,display sales by subcategory,22
Generate inventory report,inventory_summary,generate inventory report,12
I need business sales.,total_sales,i need business sales,29
Tell me all average earnings,average_profit,tell me all average earnings,0
Generate the monthly profit.,monthly_profit,generate the monthly profit,14
Visualize customer segment sales.,sales_by_segment,visualize customer segment sales,21
Provide all top states,top_states,provide all top states,27
Show the least profitable cities,bottom_cities,show the least profitable cities,3
Please calculate the annual profit.,yearly_profit,please calculate the annual profit,31
Give complete mean sales,average_sales,give complete mean sales,1
Kindly display the region wise profit.,region_profit,kindly display the region wise profit,19
Show all monthly business sales,monthly_sales,show all monthly business sales,15
Show insights for discount offered.,discount_analysis,show insights for discount offered,10
Can you tell me the overall sales?,total_sales,can you tell me the overall sales,29
I want lowest selling products.,bottom_products,i want lowest selling products,5
Identify overall best sales region,best_region,identify overall best sales region,2
Compare regional profit,region_profit,compare regional profit,19
Provide detailed sales increase.,sales_growth,provide detailed sales increase,23
Analyze the monthly business sales,monthly_sales,analyze the monthly business sales,15
Could you find the overall profit?,total_profit,could you find the overall profit,28
I want grand total profit.,total_profit,i want grand total profit,28
Give complete inactive customers,bottom_customers,give complete inactive customers,4
Display complete category performance,sales_by_category,display complete category performance,20
Generate inventory overview,inventory_summary,generate inventory overview,12
Calculate the order count,order_count,calculate the order count,16
Reveal complete highest sales cities,top_cities,reveal complete highest sales cities,25
Reveal all sales for each category,sales_by_category,reveal all sales for each category,20
Summarize the inventory summary.,inventory_summary,summarize the inventory summary,12
Can you provide the discount analysis?,discount_analysis,can you provide the discount analysis,10
Could you display the profit by month?,monthly_profit,could you display the profit by month,14
Provide best profit item.,highest_profit_product,provide best profit item,11
Could you show the least profitable cities?,bottom_cities,could you show the least profitable cities,3
Show complete least profitable product,lowest_profit_product,show complete least profitable product,13
Kindly list the lowest selling products.,bottom_products,kindly list the lowest selling products,5
Could you show the yearly profit?,yearly_profit,could you show the yearly profit,31
Display worst profit product,lowest_profit_product,display worst profit product,13
Reveal complete overall profit,total_profit,reveal complete overall profit,28
Provide detailed stock summary.,inventory_summary,provide detailed stock summary,12
Give me the quantity analysis.,quantity_analysis,give me the quantity analysis,18
Calculate all monthly earnings,monthly_profit,calculate all monthly earnings,14
Provide detailed city performance.,bottom_cities,provide detailed city performance,3
I'd like to know stock summary.,inventory_summary,id like to know stock summary,12
Tell me profit increase.,profit_growth,tell me profit increase,17
Tell me the average earnings.,average_profit,tell me the average earnings,0
Display the top customers.,top_customers,display the top customers,26
Compare least valuable customers.,bottom_customers,compare least valuable customers,4
Show overall monthly profit,monthly_profit,show overall monthly profit,14
Provide discount analysis.,discount_analysis,provide discount analysis,10
Provide the bottom 10 products.,bottom_products,provide the bottom 10 products,5
Could you show the inventory overview?,inventory_summary,could you show the inventory overview,12
Plot month wise sales.,monthly_sales,plot month wise sales,15
Display best performing states.,top_states,display best performing states,27
Show overall business summary,dashboard_summary,show overall business summary,9
How much is the premium customers?,top_customers,how much is the premium customers,26
Could you display the monthly sales?,monthly_sales,could you display the monthly sales,15
Could you list the top selling cities?,top_cities,could you list the top selling cities,25
Can I see the category wise profit?,category_profit,can i see the category wise profit,7
Identify most valuable customers,top_customers,identify most valuable customers,26
Find sales average,average_sales,find sales average,1
Provide best region.,best_region,provide best region,2
Please provide total orders.,order_count,please provide total orders,16
View all overall profit,total_profit,view all overall profit,28
Give overall business sales,total_sales,give overall business sales,29
Visualize category sales.,sales_by_category,visualize category sales,20
Find overall average gross profit,average_profit,find overall average gross profit,0
Tell me overall average turnover,average_sales,tell me overall average turnover,1
Can you compute the average gross profit?,average_profit,can you compute the average gross profit,0
Please find shipping analysis.,shipping_analysis,please find shipping analysis,24
Generate the average gross profit.,average_profit,generate the average gross profit,0
I want profit trend.,profit_growth,i want profit trend,17
Find the overall sales,total_sales,find the overall sales,29
I'd like the growth in profit.,profit_growth,id like the growth in profit,17
Can you analyze the sales by month?,monthly_sales,can you analyze the sales by month,15
Can you generate the inventory report?,inventory_summary,can you generate the inventory report,12
Generate segment sales.,sales_by_segment,generate segment sales,21
Analyze overall annual sales,yearly_sales,analyze overall annual sales,32
Provide the stock summary.,inventory_summary,provide the stock summary,12
Identify complete lowest spending customers,bottom_customers,identify complete lowest spending customers,4
Show me the best customers.,top_customers,show me the best customers,26
Visualize annual profit.,yearly_profit,visualize annual profit,31
Please give top customers.,top_customers,please give top customers,26
Show me the monthly earnings.,monthly_profit,show me the monthly earnings,14
Find all growth in profit,profit_growth,find all growth in profit,17
Visualize worst region.,worst_region,visualize worst region,30
Kindly find the sales by segment.,sales_by_segment,kindly find the sales by segment,21
Show me the customer segment sales.,sales_by_segment,show me the customer segment sales,21
Reveal the inactive customers,bottom_customers,reveal the inactive customers,4
Display the stock overview.,inventory_summary,display the stock overview,12
Create a report for lowest spending customers.,bottom_customers,create a report for lowest spending customers,4
Display complete best customers,top_customers,display complete best customers,26
Calculate the average net profit,average_profit,calculate the average net profit,0
Show the bottom 10 products,bottom_products,show the bottom 10 products,5
Could you show the lowest spending customers?,bottom_customers,could you show the lowest spending customers,4
Can you display the annual profit?,yearly_profit,can you display the annual profit,31
Kindly provide the bottom customers.,bottom_customers,kindly provide the bottom customers,4
I'd like to know best customers.,top_customers,id like to know best customers,26
Provide complete overall profit,total_profit,provide complete overall profit,28
Display complete inactive customers.,bottom_customers,display complete inactive customers,4
Can you provide city performance?,top_cities,can you provide city performance,25
Reveal subcategory wise sales.,sales_by_subcategory,reveal subcategory wise sales,22
View complete business profit,total_profit,view complete business profit,28
Show complete discount analysis.,discount_analysis,show complete discount analysis,10
Find complete average discount,discount_analysis,find complete average discount,10
Can you find sales quantity?,quantity_analysis,can you find sales quantity,18
Kindly calculate the profit trend.,profit_growth,kindly calculate the profit trend,17
Please calculate the profit average.,average_profit,please calculate the profit average,0
Display annual revenue.,yearly_sales,display annual revenue,32
Find all sales quantity,quantity_analysis,find all sales quantity,18
Provide detailed inactive customers.,bottom_customers,provide detailed inactive customers,4
Show the segment sales,sales_by_segment,show the segment sales,21
Can I see the city performance?,top_cities,can i see the city performance,25
Generate the inventory report.,inventory_summary,generate the inventory report,12
Kindly show the business growth.,sales_growth,kindly show the business growth,23
Display latest business overview.,dashboard_summary,display latest business overview,9
Explain the category sales.,sales_by_category,explain the category sales,20
Find monthly business sales.,monthly_sales,find monthly business sales,15
Analyze top selling cities.,top_cities,analyze top selling cities,25
Provide complete segment sales,sales_by_segment,provide complete segment sales,21
I want grand total sales.,total_sales,i want grand total sales,29
Summarize the average income.,average_profit,summarize the average income,0
Compare complete sales by category,sales_by_category,compare complete sales by category,20
Please show worst sales region.,worst_region,please show worst sales region,30
Display all least profitable region,worst_region,display all least profitable region,30
Show overall regional profit,region_profit,show overall regional profit,19
Show latest profit average.,average_profit,show latest profit average,0
Kindly give the category performance.,sales_by_category,kindly give the category performance,20
Can I see sales by subcategory?,sales_by_subcategory,can i see sales by subcategory,22
Explain the least profitable product.,lowest_profit_product,explain the least profitable product,13
Display latest average gross profit.,average_profit,display latest average gross profit,0
Give complete lowest sales states.,bottom_states,give complete lowest sales states,6
Can you analyze region wise profit?,region_profit,can you analyze region wise profit,19
Display complete sales by subcategory,sales_by_subcategory,display complete sales by subcategory,22
Give sales by category,sales_by_category,give sales by category,20
Show complete overall dashboard,dashboard_summary,show complete overall dashboard,9
Can you display the overall orders?,order_count,can you display the overall orders,16
Could you give the total earnings?,total_profit,could you give the total earnings,28
Can you display the monthly revenue?,monthly_sales,can you display the monthly revenue,15
I need the business overview.,dashboard_summary,i need the business overview,9
View delivery performance.,shipping_analysis,view delivery performance,24
Show latest company profit.,total_profit,show latest company profit,28
Create a report for mean sales.,average_sales,create a report for mean sales,1
Present top selling states.,top_states,present top selling states,27
I want the total sales.,total_sales,i want the total sales,29
Summarize bottom states.,bottom_states,summarize bottom states,6
Show complete profit by category,category_profit,show complete profit by category,7
Give me the segment performance.,sales_by_segment,give me the segment performance,21
Analyze performance of total customer orders.,order_count,analyze performance of total customer orders,16
Analyze performance of inventory report.,inventory_summary,analyze performance of inventory report,12
Kindly give the mean sales.,average_sales,kindly give the mean sales,1
Please give company profit.,total_profit,please give company profit,28
I need the profit by year.,yearly_profit,i need the profit by year,31
Give complete dashboard summary.,dashboard_summary,give complete dashboard summary,9
Can you display the sales quantity?,quantity_analysis,can you display the sales quantity,18
Could you provide the earnings growth?,profit_growth,could you provide the earnings growth,17
Give overall total profit,total_profit,give overall total profit,28
Could you compute the average earnings?,average_profit,could you compute the average earnings,0
Analyze the most profitable product.,highest_profit_product,analyze the most profitable product,11
Generate a report for annual sales.,yearly_sales,generate a report for annual sales,32
Can you give the average sales?,average_sales,can you give the average sales,1
Summarize the lowest spending customers.,bottom_customers,summarize the lowest spending customers,4
Please provide worst profit product.,lowest_profit_product,please provide worst profit product,13
Display the net profit.,total_profit,display the net profit,28
Please provide total earnings.,total_profit,please provide total earnings,28
I want the lowest sales cities.,bottom_cities,i want the lowest sales cities,3
Give detailed worst products.,bottom_products,give detailed worst products,5
Can you show the best performing states?,top_states,can you show the best performing states,27
Give average earnings,average_profit,give average earnings,0
Can you find average turnover?,average_sales,can you find average turnover,1
Reveal the earnings growth.,profit_growth,reveal the earnings growth,17
Reveal the order count.,order_count,reveal the order count,16
Display the category sales.,sales_by_category,display the category sales,20
Analyze complete month wise profit,monthly_profit,analyze complete month wise profit,14
Analyze the category wise profit,category_profit,analyze the category wise profit,7
Visualize overall revenue.,total_sales,visualize overall revenue,29
View subcategory performance.,sales_by_subcategory,view subcategory performance,22
Show me the category performance.,sales_by_category,show me the category performance,20
Please calculate best sales region.,best_region,please calculate best sales region,2
Give me the city performance.,bottom_cities,give me the city performance,3
Provide complete inventory summary,inventory_summary,provide complete inventory summary,12
Provide category performance,sales_by_category,provide category performance,20
Calculate quantity sold,quantity_analysis,calculate quantity sold,18
Display the highest sales cities.,top_cities,display the highest sales cities,25
Find business profit.,total_profit,find business profit,28
Please identify inactive customers.,bottom_customers,please identify inactive customers,4
View the worst profit product.,lowest_profit_product,view the worst profit product,13
Could you calculate the number of customers?,customer_count,could you calculate the number of customers,8
Could you find the least profitable states?,bottom_states,could you find the least profitable states,6
Analyze complete segment sales,sales_by_segment,analyze complete segment sales,21
Show worst region,worst_region,show worst region,30
Could you tell me the average gross profit?,average_profit,could you tell me the average gross profit,0
List overall most valuable customers,top_customers,list overall most valuable customers,26
Reveal average profit,average_profit,reveal average profit,0
Generate a report for annual profit.,yearly_profit,generate a report for annual profit,31
Could you display the lowest profit product?,lowest_profit_product,could you display the lowest profit product,13
Reveal all average income,average_sales,reveal all average income,1
Can you display the top profit product?,highest_profit_product,can you display the top profit product,11
Show me the top region.,best_region,show me the top region,2
Summarize average business sales.,average_sales,summarize average business sales,1
Tell me complete average sales amount,average_sales,tell me complete average sales amount,1
Show complete sales increase,sales_growth,show complete sales increase,23
Please find top customers.,top_customers,please find top customers,26
I'd like the best performing states.,top_states,id like the best performing states,27
Analyze the profit by category.,category_profit,analyze the profit by category,7
Generate net profit.,total_profit,generate net profit,28
Display overall annual profit,yearly_profit,display overall annual profit,31
Could you display the average discount?,discount_analysis,could you display the average discount,10
Kindly calculate the average earnings.,average_profit,kindly calculate the average earnings,0
Identify overall least profitable product,lowest_profit_product,identify overall least profitable product,13
Reveal sales across subcategories,sales_by_subcategory,reveal sales across subcategories,22
Present sales across subcategories.,sales_by_subcategory,present sales across subcategories,22
Give all total customers,customer_count,give all total customers,8
Show me grand total sales.,total_sales,show me grand total sales,29
Kindly provide the worst products.,bottom_products,kindly provide the worst products,5
Find overall lowest earning product,lowest_profit_product,find overall lowest earning product,13
View sales average,average_sales,view sales average,1
Can you tell me the mean profit?,average_profit,can you tell me the mean profit,0
Create dashboard for worst region.,worst_region,create dashboard for worst region,30
Find the shipping mode,shipping_analysis,find the shipping mode,24
Kindly show the top region.,best_region,kindly show the top region,2
Provide all segment wise sales,sales_by_segment,provide all segment wise sales,21
Calculate overall month wise sales,monthly_sales,calculate overall month wise sales,15
Show latest top selling states.,top_states,show latest top selling states,27
Display overall best cities,top_cities,display overall best cities,25
Display product quantities,quantity_analysis,display product quantities,18
Can you create business overview?,dashboard_summary,can you create business overview,9
Inspect order count.,order_count,inspect order count,16
Visualize sales increase.,sales_growth,visualize sales increase,23
Find the most profitable product.,highest_profit_product,find the most profitable product,11
Find highest performing region.,best_region,find highest performing region,2
Give me the year wise profit.,yearly_profit,give me the year wise profit,31
Provide the least profitable states,bottom_states,provide the least profitable states,6
Can you display the annual sales?,yearly_sales,can you display the annual sales,32
Compare overall revenue.,total_sales,compare overall revenue,29
Find total quantity.,quantity_analysis,find total quantity,18
Show complete mean sales,average_sales,show complete mean sales,1
Analyze worst sales region.,worst_region,analyze worst sales region,30
Fetch the category wise profit.,category_profit,fetch the category wise profit,7
View sales by month.,monthly_sales,view sales by month,15
Analyze the ship mode analysis,shipping_analysis,analyze the ship mode analysis,24
Kindly find the product quantities.,quantity_analysis,kindly find the product quantities,18
Can you show the grand total profit?,total_profit,can you show the grand total profit,28
Generate top selling states.,top_states,generate top selling states,27
What is the lowest earning product?,lowest_profit_product,what is the lowest earning product,13
Give overall category wise sales,sales_by_category,give overall category wise sales,20
Can you find best customers?,top_customers,can you find best customers,26
Can you reveal highest performing region?,best_region,can you reveal highest performing region,2
Please show discount percentage.,discount_analysis,please show discount percentage,10
Provide best sales region,best_region,provide best sales region,2
Please display the premium customers.,top_customers,please display the premium customers,26
Find the subcategory sales.,sales_by_subcategory,find the subcategory sales,22
Find complete discount analysis,discount_analysis,find complete discount analysis,10
Display profit average,average_profit,display profit average,0
Provide company profit.,total_profit,provide company profit,28
What is average sales amount?,average_sales,what is average sales amount,1
Summarize lowest selling products.,bottom_products,summarize lowest selling products,5
Find number of customers.,customer_count,find number of customers,8
Can you find the total quantity?,quantity_analysis,can you find the total quantity,18
I would like growth in sales.,sales_growth,i would like growth in sales,23
Show complete sales by subcategory.,sales_by_subcategory,show complete sales by subcategory,22
What is worst performing cities?,bottom_cities,what is worst performing cities,3
Kindly give the customer count.,customer_count,kindly give the customer count,8
Generate the least profitable region.,worst_region,generate the least profitable region,30
Analyze performance of company profit.,total_profit,analyze performance of company profit,28
Show complete most profitable product.,highest_profit_product,show complete most profitable product,11
Summarize average profit.,average_profit,summarize average profit,0
Kindly calculate the discount offered.,discount_analysis,kindly calculate the discount offered,10
Fetch the profit average.,average_profit,fetch the profit average,0
Display the top customers,top_customers,display the top customers,26
Display the best region.,best_region,display the best region,2
Display overall orders.,order_count,display overall orders,16
Tell me overall profit average,average_profit,tell me overall profit average,0
View the profit growth.,profit_growth,view the profit growth,17
Present yearly sales.,yearly_sales,present yearly sales,32
Display all total profit,total_profit,display all total profit,28
Generate the lowest spending customers.,bottom_customers,generate the lowest spending customers,4
Kindly provide the stock summary.,inventory_summary,kindly provide the stock summary,12
Can you reveal lowest sales cities?,bottom_cities,can you reveal lowest sales cities,3
Give the registered customers,customer_count,give the registered customers,8
Please calculate number of orders.,order_count,please calculate number of orders,16
Show complete business sales,total_sales,show complete business sales,29
Display average net profit,average_profit,display average net profit,0
Find the average income.,average_profit,find the average income,0
Could you provide the sales increase?,sales_growth,could you provide the sales increase,23
Can you list the worst products?,bottom_products,can you list the worst products,5
Compare bottom customers.,bottom_customers,compare bottom customers,4
Please calculate the top cities.,top_cities,please calculate the top cities,25
Fetch the total earnings.,total_profit,fetch the total earnings,28
Show me best cities.,top_cities,show me best cities,25
Compare sales by segment.,sales_by_segment,compare sales by segment,21
Please give bottom products.,bottom_products,please give bottom products,5
Show complete yearly sales,yearly_sales,show complete yearly sales,32
View the growth in sales.,sales_growth,view the growth in sales,23
Show complete city performance.,top_cities,show complete city performance,25
How much is the worst performing states?,bottom_states,how much is the worst performing states,6
Tell me profit by category.,category_profit,tell me profit by category,7
Can I see the lowest sales states?,bottom_states,can i see the lowest sales states,6
Generate the lowest profit product.,lowest_profit_product,generate the lowest profit product,13
Please give average sales amount.,average_sales,please give average sales amount,1
Explain the business sales.,total_sales,explain the business sales,29
Reveal top 10 customers,top_customers,reveal top 10 customers,26
Review inactive customers.,bottom_customers,review inactive customers,4
Give me the least profitable cities.,bottom_cities,give me the least profitable cities,3
Can you reveal the best region?,best_region,can you reveal the best region,2
Please find bottom states.,bottom_states,please find bottom states,6
Please calculate mean sales.,average_sales,please calculate mean sales,1
Can you show shipping performance?,shipping_analysis,can you show shipping performance,24
Provide complete lowest sales states,bottom_states,provide complete lowest sales states,6
Tell me shipping analysis.,shipping_analysis,tell me shipping analysis,24
Could you display the month wise profit?,monthly_profit,could you display the month wise profit,14
List all top customers,top_customers,list all top customers,26
Please compare shipping performance.,shipping_analysis,please compare shipping performance,24
Display complete top profit product,highest_profit_product,display complete top profit product,11
Present segment wise sales.,sales_by_segment,present segment wise sales,21
How much is the year wise profit?,yearly_profit,how much is the year wise profit,31
I would like sales by category.,sales_by_category,i would like sales by category,20
Find the least valuable customers.,bottom_customers,find the least valuable customers,4
Provide stock summary,inventory_summary,provide stock summary,12
Kindly find the bottom states.,bottom_states,kindly find the bottom states,6
I want top profit product.,highest_profit_product,i want top profit product,11
Please display the inventory report.,inventory_summary,please display the inventory report,12
Explain overall dashboard.,dashboard_summary,explain overall dashboard,9
Kindly provide the best cities.,top_cities,kindly provide the best cities,25
Give all top 10 customers,top_customers,give all top 10 customers,26
Display the profit average.,average_profit,display the profit average,0
I want the registered customers.,customer_count,i want the registered customers,8
Tell me the total earnings.,total_profit,tell me the total earnings,28
Display the subcategory wise sales,sales_by_subcategory,display the subcategory wise sales,22
Show complete worst performing cities.,bottom_cities,show complete worst performing cities,3
I'd like to know the yearly profit.,yearly_profit,id like to know the yearly profit,31
Can I see most profitable product?,highest_profit_product,can i see most profitable product,11
Tell me the earnings growth.,profit_growth,tell me the earnings growth,17
Analyze the average gross profit.,average_profit,analyze the average gross profit,0
Can I see category profit performance?,category_profit,can i see category profit performance,7
I need overall profit.,total_profit,i need overall profit,28
Give me the lowest performing region.,worst_region,give me the lowest performing region,30
Can you compute the average net profit?,average_profit,can you compute the average net profit,0
Reveal complete category profit,category_profit,reveal complete category profit,7
Reveal top selling cities,top_cities,reveal top selling cities,25
Can you display the category wise profit?,category_profit,can you display the category wise profit,7
Analyze lowest selling products.,bottom_products,analyze lowest selling products,5
Can you provide quantity analysis?,quantity_analysis,can you provide quantity analysis,18
Fetch the bottom customers.,bottom_customers,fetch the bottom customers,4
Please show city performance.,bottom_cities,please show city performance,3
Can I see the overall revenue?,total_sales,can i see the overall revenue,29
View the highest sales cities.,top_cities,view the highest sales cities,25
I need yearly sales.,yearly_sales,i need yearly sales,32
Provide the overall discount.,discount_analysis,provide the overall discount,10
I need total quantity.,quantity_analysis,i need total quantity,18
Could you find the growth in sales?,sales_growth,could you find the growth in sales,23
Provide highest sales states,top_states,provide highest sales states,27
Display latest dashboard summary.,dashboard_summary,display latest dashboard summary,9
Show me subcategory wise sales.,sales_by_subcategory,show me subcategory wise sales,22
Reveal the best cities.,top_cities,reveal the best cities,25
Analyze complete customer segment sales,sales_by_segment,analyze complete customer segment sales,21
Please compare profit by region.,region_profit,please compare profit by region,19
Can you provide monthly profit?,monthly_profit,can you provide monthly profit,14
Present the top cities.,top_cities,present the top cities,25
Can you analyze the annual profit?,yearly_profit,can you analyze the annual profit,31
Provide the registered customers,customer_count,provide the registered customers,8
Calculate complete business profit,total_profit,calculate complete business profit,28
Kindly analyze the profit trend.,profit_growth,kindly analyze the profit trend,17
Provide the lowest selling products,bottom_products,provide the lowest selling products,5
I'd like to know top states.,top_states,id like to know top states,27
Review average discount.,discount_analysis,review average discount,10
Provide all least valuable customers,bottom_customers,provide all least valuable customers,4
Please compare category sales.,sales_by_category,please compare category sales,20
Could you display the average business profit?,average_profit,could you display the average business profit,0
I want the order count.,order_count,i want the order count,16
I'd like to know the quantity analysis.,quantity_analysis,id like to know the quantity analysis,18
What is the inventory overview?,inventory_summary,what is the inventory overview,12
How much is discount percentage?,discount_analysis,how much is discount percentage,10
Display total earnings,total_profit,display total earnings,28
Display highest sales states.,top_states,display highest sales states,27
Can you show the least profitable region?,worst_region,can you show the least profitable region,30
Give me annual profit.,yearly_profit,give me annual profit,31
Compare number of customers.,customer_count,compare number of customers,8
Summarize the most valuable customers.,top_customers,summarize the most valuable customers,26
Explain the most valuable customers.,top_customers,explain the most valuable customers,26
Please display bottom states.,bottom_states,please display bottom states,6
Display complete region profit performance.,region_profit,display complete region profit performance,19
Analyze overall segment wise sales,sales_by_segment,analyze overall segment wise sales,21
I want the total orders.,order_count,i want the total orders,16
Review annual sales.,yearly_sales,review annual sales,32
Can you display category profit performance?,category_profit,can you display category profit performance,7
Compare dashboard summary.,dashboard_summary,compare dashboard summary,9
Kindly give the average earnings.,average_profit,kindly give the average earnings,0
Plot average discount.,discount_analysis,plot average discount,10
Provide the shipping mode.,shipping_analysis,provide the shipping mode,24
