question,intent
Please display the growth in profit.,profit_growth
Can you display the highest spending customers?,top_customers
Display all inventory report,inventory_summary
Present the worst profit product.,lowest_profit_product
What is lowest earning product?,lowest_profit_product
Can you show the average revenue?,average_sales
Identify the inactive customers,bottom_customers
View the sales across categories.,sales_by_category
Compute overall overall earnings,total_profit
Give detailed lowest sales region.,worst_region
I'd like to know subcategory sales.,sales_by_subcategory
Could you generate the stock summary?,inventory_summary
Analyze performance of month wise sales.,monthly_sales
Find worst products,bottom_products
Kindly display the customer segment sales.,sales_by_segment
Can you show the city performance?,bottom_cities
Give business sales,total_sales
Present profit trend.,profit_growth
Present worst products.,bottom_products
Display overall inventory summary,inventory_summary
Kindly display the region profit performance.,region_profit
Can you give the customer count?,customer_count
What is the grand total profit?,total_profit
Show the top 10 customers,top_customers
Display complete executive summary,dashboard_summary
Compute overall grand total profit,total_profit
Show me sales by subcategory.,sales_by_subcategory
Can you reveal monthly earnings?,monthly_profit
Display latest bottom 10 customers.,bottom_customers
Reveal the category wise sales.,sales_by_category
Calculate total customers,customer_count
Can you reveal the least selling products?,bottom_products
Present the bottom 10 customers.,bottom_customers
I need the worst products.,bottom_products
Explain the earnings growth.,profit_growth
View the best performing states.,top_states
Give complete premium customers,top_customers
Display the overall dashboard.,dashboard_summary
Could you find the lowest sales states?,bottom_states
Find overall earnings.,total_profit
How much is the mean profit?,average_profit
How much is monthly business sales?,monthly_sales
Show overall profit across regions,region_profit
Display overall subcategory performance,sales_by_subcategory
Calculate complete monthly sales,monthly_sales
Please find segment wise sales.,sales_by_segment
Show latest segment sales.,sales_by_segment
View the best customers.,top_customers
Give grand total profit,total_profit
Please show total sales.,total_sales
Explain yearly sales.,yearly_sales
I need quantity sold.,quantity_analysis
Reveal complete sales by category,sales_by_category
Could you identify the worst region?,worst_region
Plot yearly sales.,yearly_sales
Can you calculate overall revenue?,total_sales
Kindly show the total revenue.,total_sales
I need least profitable cities.,bottom_cities
Fetch category wise profit.,category_profit
Summarize the worst performing cities.,bottom_cities
What is bottom 10 products?,bottom_products
Give complete business summary.,dashboard_summary
Please show category profit performance.,category_profit
Review region profit performance.,region_profit
Display latest lowest sales cities.,bottom_cities
Compute all average net profit,average_profit
Fetch overall revenue.,total_sales
I'd like to know yearly sales.,yearly_sales
Show insights for executive summary.,dashboard_summary
Plot least profitable states.,bottom_states
Display all year wise sales,yearly_sales
Visualize business growth.,sales_growth
Please find top selling cities.,top_cities
Analyze all sales for each category,sales_by_category
Analyze profit by region,region_profit
Reveal all annual earnings,yearly_profit
Can I see overall discount?,discount_analysis
Analyze all ship mode analysis,shipping_analysis
View least profitable product.,lowest_profit_product
View total revenue.,total_sales
Kindly compare the sales by segment.,sales_by_segment
Kindly display the product quantities.,quantity_analysis
Please give lowest selling products.,bottom_products
View best cities.,top_cities
Can you reveal the total earnings?,total_profit
Can you list bottom cities?,bottom_cities
Tell me complete business profit,total_profit
Compute complete average sales,average_sales
Display complete top profit product.,highest_profit_product
I'd like the most profitable product.,highest_profit_product
Kindly generate the inventory report.,inventory_summary
Analyze performance of overall earnings.,total_profit
Show overall category performance,sales_by_category
Generate a report for lowest spending customers.,bottom_customers
Show complete lowest performing region.,worst_region
Tell me average gross profit.,average_profit
I would like top profit product.,highest_profit_product
Can you display profit average?,average_profit
Compare lowest sales cities.,bottom_cities
Generate the sales growth.,sales_growth
List the worst products,bottom_products
Tell me lowest sales cities.,bottom_cities
Can you show category profit?,category_profit
Create a report for highest performing region.,best_region
Could you reveal the average business sales?,average_sales
Could you analyze the annual sales?,yearly_sales
Present the net profit.,total_profit
Analyze the best customers.,top_customers
Could you show the discount offered?,discount_analysis
Display the company profit,total_profit
Tell me the lowest performing region.,worst_region
Can I see the sales across subcategories?,sales_by_subcategory
Display the sales quantity,quantity_analysis
Can you provide worst region?,worst_region
Kindly display the sales average.,average_sales
Can you compute average business profit?,average_profit
Identify worst region,worst_region
Can you view the net profit?,total_profit
Tell me average profit,average_profit
Please provide lowest sales region.,worst_region
Show latest category wise sales.,sales_by_category
Explain the worst products.,bottom_products
Please compute average turnover.,average_sales
Reveal the overall customers.,customer_count
Plot total quantity.,quantity_analysis
I would like segment performance.,sales_by_segment
Provide detailed worst profit product.,lowest_profit_product
Find the category wise profit.,category_profit
Show me top states.,top_states
View the overall sales.,total_sales
Please display the best profit item.,highest_profit_product
Please display best sales region.,best_region
Tell me best customers.,top_customers
View top region.,best_region
Could you find the profit trend?,profit_growth
Reveal the subcategory wise sales,sales_by_subcategory
Provide category wise profit.,category_profit
Kindly show the subcategory wise sales.,sales_by_subcategory
Can you provide total earnings?,total_profit
Give detailed number of customers.,customer_count
Find overall top region,best_region
Present least popular products.,bottom_products
I'd like to know overall discount.,discount_analysis
Give me sales across subcategories.,sales_by_subcategory
Kindly display the least selling products.,bottom_products
Provide the worst products,bottom_products
Display profit trend,profit_growth
Can you give sales for each category?,sales_by_category
Show latest best profit item.,highest_profit_product
Please calculate the discount percentage.,discount_analysis
Display highest performing region,best_region
Can you show monthly revenue?,monthly_sales
Can you list the highest spending customers?,top_customers
Provide the annual profit.,yearly_profit
Reveal the category performance.,sales_by_category
Create a report for bottom cities.,bottom_cities
Please show average profit.,average_profit
Visualize subcategory wise sales.,sales_by_subcategory
Create dashboard for inventory overview.,inventory_summary
Could you show the monthly sales?,monthly_sales
Please tell me overall earnings.,total_profit
Can you calculate the total earnings?,total_profit
Can you provide overall discount?,discount_analysis
Find the premium customers,top_customers
Generate the best profit item.,highest_profit_product
View the category profit.,category_profit
Calculate overall quantity sold,quantity_analysis
Display the lowest performing region.,worst_region
Can you give the least popular products?,bottom_products
Please reveal worst performing cities.,bottom_cities
Kindly find the growth in sales.,sales_growth
Summarize executive summary.,dashboard_summary
List least profitable states,bottom_states
Provide growth in sales,sales_growth
Display city performance.,bottom_cities
Create dashboard for city performance.,top_cities
Generate a report for delivery performance.,shipping_analysis
Summarize average turnover.,average_sales
Display complete business overview.,dashboard_summary
Please show business sales.,total_sales
Please reveal average turnover.,average_sales
Could you give the premium customers?,top_customers
How much is most valuable customers?,top_customers
Provide the average gross profit.,average_profit
Show complete business summary,dashboard_summary
Tell me the stock summary.,inventory_summary
Explain the grand total profit.,total_profit
How much is the highest sales cities?,top_cities
How much is net profit?,total_profit
Can you compute the overall earnings?,total_profit
Kindly view the business profit.,total_profit
Compare subcategory wise sales.,sales_by_subcategory
Show latest lowest performing region.,worst_region
Show complete least profitable cities.,bottom_cities
Give all business overview,dashboard_summary
Show insights for inventory overview.,inventory_summary
Please calculate the lowest earning product.,lowest_profit_product
Please display the average net profit.,average_profit
Kindly provide the average business profit.,average_profit
Please display regional profit.,region_profit
What is the profit by region?,region_profit
Give me top selling states.,top_states
Analyze performance of overall profit.,total_profit
Create dashboard for growth in profit.,profit_growth
Fetch the least profitable product.,lowest_profit_product
Can you find sales by category?,sales_by_category
Inspect regional profit.,region_profit
Analyze inventory report.,inventory_summary
Can you find the sales growth?,sales_growth
I would like growth in profit.,profit_growth
Plot average revenue.,average_sales
Reveal complete average revenue,average_sales
Plot shipping analysis.,shipping_analysis
Tell me overall overall profit,total_profit
Show complete number of orders.,order_count
Please list inactive customers.,bottom_customers
Fetch the shipping analysis.,shipping_analysis
I'd like to know the lowest sales states.,bottom_states
Please calculate the profit by category.,category_profit
Display the average sales.,average_sales
Display overall business profit,total_profit
Show me top profit product.,highest_profit_product
View the quantity analysis.,quantity_analysis
Identify least valuable customers,bottom_customers
Provide premium customers,top_customers
Can you provide the growth in sales?,sales_growth
Find the business profit.,total_profit
Please show monthly business sales.,monthly_sales
Reveal worst products,bottom_products
Please provide ship mode analysis.,shipping_analysis
Can you reveal the highest profit product?,highest_profit_product
Kindly provide the business overview.,dashboard_summary
Display the average business sales,average_sales
Can you display monthly sales?,monthly_sales
Give me the shipping mode.,shipping_analysis
Can you give the inventory overview?,inventory_summary
Can you list the best cities?,top_cities
Provide premium customers.,top_customers
Reveal complete average business sales,average_sales
Please tell me average earnings.,average_profit
Reveal overall total profit,total_profit
Generate bottom customers.,bottom_customers
Visualize dashboard summary.,dashboard_summary
Kindly identify the least profitable product.,lowest_profit_product
Present worst performing states.,bottom_states
Display all region wise profit,region_profit
Find the bottom products,bottom_products
View total earnings,total_profit
Reveal top region.,best_region
Show the profit by year,yearly_profit
Show latest region wise profit.,region_profit
Calculate average income,average_sales
Fetch the least profitable states.,bottom_states
Could you provide the top states?,top_states
I need least profitable region.,worst_region
Reveal the top region,best_region
Could you reveal the sales across subcategories?,sales_by_subcategory
Compare discount percentage.,discount_analysis
Give me the total customers.,customer_count
Please show category wise profit.,category_profit
Show the least profitable region,worst_region
Give me the profit by month.,monthly_profit
Present the top region.,best_region
Please calculate the best performing states.,top_states
Could you create the business overview?,dashboard_summary
Please compare subcategory wise sales.,sales_by_subcategory
Show me the category wise sales.,sales_by_category
Please generate executive summary.,dashboard_summary
Provide growth in profit,profit_growth
Provide overall inventory overview,inventory_summary
Create the business overview,dashboard_summary
Find overall overall sales,total_sales
Show overall segment sales,sales_by_segment
Show complete least selling products,bottom_products
Provide complete profit by region,region_profit
Present mean profit.,average_profit
Could you give the least selling products?,bottom_products
Can you reveal sales by category?,sales_by_category
Show me the monthly business sales.,monthly_sales
What is worst region?,worst_region
Give all average gross profit,average_profit
Can you find average discount?,discount_analysis
Kindly calculate the annual revenue.,yearly_sales
Please provide inventory overview.,inventory_summary
Create dashboard for number of orders.,order_count
Fetch inventory overview.,inventory_summary
Display complete profit growth,profit_growth
Compare overall sales by subcategory,sales_by_subcategory
Display all number of customers,customer_count
Generate business overview,dashboard_summary
Give complete average profit,average_profit
Give me average net profit.,average_profit
Can you calculate profit growth?,profit_growth
Show all segment sales,sales_by_segment
Show complete sales quantity,quantity_analysis
Please calculate the total customers.,customer_count
List overall least profitable cities,bottom_cities
Kindly provide the worst region.,worst_region
Generate the business summary.,dashboard_summary
Provide complete overall discount,discount_analysis
Provide the customer count.,customer_count
Review regional profit.,region_profit
Reveal the annual revenue.,yearly_sales
Inspect monthly business profit.,monthly_profit
Reveal least profitable cities,bottom_cities
Find the registered customers.,customer_count
I'd like to know registered customers.,customer_count
How much is the sales trend?,sales_growth
Show me the profit increase.,profit_growth
Kindly reveal the most profitable product.,highest_profit_product
Give the overall customers,customer_count
Could you calculate the average gross profit?,average_profit
Please provide profit across categories.,category_profit
Provide complete region profit performance,region_profit
Identify bottom 10 customers,bottom_customers
Provide the average profit,average_profit
Present inventory summary.,inventory_summary
Reveal complete premium customers,top_customers
Compare shipping mode,shipping_analysis
Can you list best customers?,top_customers
Can you find highest sales states?,top_states
Could you provide the total quantity?,quantity_analysis
I need average business profit.,average_profit
What is the mean profit?,average_profit
Reveal all best sales region,best_region
Could you provide the regional profit?,region_profit
Fetch total revenue.,total_sales
View the inactive customers.,bottom_customers
Can you give business sales?,total_sales
Plot best performing states.,top_states
Generate total customer orders.,order_count
Display latest month wise profit.,monthly_profit
Kindly give the bottom products.,bottom_products
Explain the best performing states.,top_states
Find overall business growth,sales_growth
Could you reveal the lowest selling products?,bottom_products
I want the average income.,average_sales
Generate the profit by category.,category_profit
I'd like the average sales amount.,average_sales
I'd like the lowest selling products.,bottom_products
Analyze performance of best cities.,top_cities
Give overall overall dashboard,dashboard_summary
Visualize month wise sales.,monthly_sales
Calculate complete average profit,average_profit
Reveal the highest sales cities.,top_cities
Kindly display the net profit.,total_profit
Please tell me total earnings.,total_profit
Show insights for business overview.,dashboard_summary
Please reveal category wise profit.,category_profit
Analyze the net profit.,total_profit
Please tell me profit average.,average_profit
Show insights for grand total profit.,total_profit
Could you reveal the profit by region?,region_profit
Give complete month wise profit.,monthly_profit
Reveal the premium customers,top_customers
Display all segment wise sales,sales_by_segment
Give me best performing states.,top_states
Fetch top states.,top_states
Kindly provide the top region.,best_region
Reveal customer segment sales,sales_by_segment
Can you analyze quantity sold?,quantity_analysis
Reveal the shipping performance.,shipping_analysis
Compute all total earnings,total_profit
Can you reveal the profit across regions?,region_profit
Compute the average earnings,average_profit
How much is bottom cities?,bottom_cities
Give overall dashboard,dashboard_summary
Kindly analyze the sales across categories.,sales_by_category
Can you display total customers?,customer_count
Display overall business sales,total_sales
Display the worst performing states.,bottom_states
Reveal the category wise profit,category_profit
Please reveal least profitable states.,bottom_states
Inspect number of orders.,order_count
Can you identify bottom customers?,bottom_customers
Kindly find the category profit performance.,category_profit
Identify least selling products,bottom_products
Present the overall sales.,total_sales
Display best customers.,top_customers
How much is category profit performance?,category_profit
Inspect lowest selling products.,bottom_products
Please list best performing states.,top_states
Show complete sales growth,sales_growth
Can you give top customers?,top_customers
Give best customers,top_customers
View average revenue,average_sales
Create a report for most profitable region.,best_region
List lowest spending customers,bottom_customers
List all bottom customers,bottom_customers
Give complete profit by region.,region_profit
What is the overall discount?,discount_analysis
Analyze the total sales.,total_sales
How much is the monthly earnings?,monthly_profit
Display all top cities,top_cities
Analyze profit by category.,category_profit
Create a report for least selling products.,bottom_products
I need the average revenue.,average_sales
Kindly show the profit average.,average_profit
Provide profit by category.,category_profit
Can you reveal top 10 customers?,top_customers
Display overall orders,order_count
Display the inventory summary,inventory_summary
Compare most profitable product.,highest_profit_product
Kindly display the regional profit.,region_profit
List overall bottom 10 customers,bottom_customers
Can I see the average business profit?,average_profit
Generate the sales across categories.,sales_by_category
Review average business sales.,average_sales
Analyze profit across categories.,category_profit
Kindly tell me the total profit.,total_profit
I need number of customers.,customer_count
Explain category wise sales.,sales_by_category
Summarize sales across subcategories.,sales_by_subcategory
Can you provide the top 10 customers?,top_customers
Kindly reveal the segment wise sales.,sales_by_segment
Calculate overall yearly profit,yearly_profit
I want sales for each category.,sales_by_category
Kindly view the average net profit.,average_profit
Could you provide the growth in profit?,profit_growth
Find the inventory overview.,inventory_summary
Create dashboard for customer count.,customer_count
Can you reveal the bottom 10 products?,bottom_products
Explain city performance.,top_cities
Give all total orders,order_count
Display complete category profit,category_profit
Analyze sales quantity,quantity_analysis
Show latest least popular products.,bottom_products
Please show monthly revenue.,monthly_sales
Reveal all profit across regions,region_profit
Please calculate the top 10 customers.,top_customers
Can you provide the overall discount?,discount_analysis
Find the premium customers.,top_customers
Show me highest performing region.,best_region
Can you find the average income?,average_profit
Can you display growth in profit?,profit_growth
Kindly create the overall dashboard.,dashboard_summary
Present the average revenue.,average_sales
Display complete overall profit.,total_profit
Can you create the stock overview?,inventory_summary
Give me mean profit.,average_profit
Explain the overall sales.,total_sales
Find all discount offered,discount_analysis
Display overall category profit performance,category_profit
Tell me business summary.,dashboard_summary
Reveal least profitable region,worst_region
Create dashboard for region profit performance.,region_profit
What is the month wise sales?,monthly_sales
Analyze overall discount,discount_analysis
Provide the worst profit product,lowest_profit_product
Compute the business profit,total_profit
Find all total customer orders,order_count
Summarize top region.,best_region
Give detailed discount analysis.,discount_analysis
Give complete bottom customers.,bottom_customers
Explain growth in profit.,profit_growth
Can you provide the sales increase?,sales_growth
Display average sales.,average_sales
Can you find sales for each category?,sales_by_category
Reveal sales average,average_sales
Can you give least popular products?,bottom_products
Can you provide highest profit product?,highest_profit_product
Analyze the overall dashboard.,dashboard_summary
Please calculate the overall earnings.,total_profit
I'd like to know least profitable region.,worst_region
Compare highest profit product.,highest_profit_product
Visualize worst products.,bottom_products
Analyze sales by year,yearly_sales
Could you reveal the profit by category?,category_profit
Can you create overall dashboard?,dashboard_summary
Show overall highest sales cities,top_cities
Display the annual earnings,yearly_profit
Give complete total customers,customer_count
Analyze performance of average sales amount.,average_sales
Find the least popular products.,bottom_products
What is lowest sales region?,worst_region
Please analyze subcategory sales.,sales_by_subcategory
Inspect best performing states.,top_states
Kindly tell me the business profit.,total_profit
Kindly compute the average sales.,average_sales
Can I see the lowest performing region?,worst_region
Show all registered customers,customer_count
Find overall inactive customers,bottom_customers
Compute complete average income,average_profit
Give me month wise profit.,monthly_profit
Tell me the product quantities.,quantity_analysis
Find overall bottom cities,bottom_cities
View the bottom 10 customers.,bottom_customers
Could you analyze the subcategory performance?,sales_by_subcategory
Display the profit across regions,region_profit
Please reveal profit average.,average_profit
Please show discount analysis.,discount_analysis
Create dashboard for overall orders.,order_count
Can you analyze monthly business profit?,monthly_profit
Give complete average income.,average_profit
Analyze performance of category profit performance.,category_profit
Identify complete lowest performing region,worst_region
Inspect sales average.,average_sales
Compare the delivery performance,shipping_analysis
Find least profitable region.,worst_region
Provide overall stock overview,inventory_summary
Can you provide overall customers?,customer_count
Display subcategory sales,sales_by_subcategory
Find region wise profit,region_profit
Analyze the subcategory sales.,sales_by_subcategory
Can you display sales across subcategories?,sales_by_subcategory
List complete top selling cities,top_cities
Fetch the monthly business sales.,monthly_sales
Tell me the lowest spending customers.,bottom_customers
Provide the total customers,customer_count
Can you create inventory summary?,inventory_summary
Can you provide the inactive customers?,bottom_customers
Can you find the order count?,order_count
Create a report for overall sales.,total_sales
Provide the total quantity,quantity_analysis
Fetch lowest spending customers.,bottom_customers
Display overall total orders,order_count
Please give least popular products.,bottom_products
Give me the highest sales states.,top_states
Find overall segment sales,sales_by_segment
Give complete average income,average_sales
Display all worst performing states,bottom_states
I'd like the monthly revenue.,monthly_sales
Tell me average income.,average_sales
Could you calculate the mean profit?,average_profit
List bottom customers,bottom_customers
Kindly compute the average income.,average_sales
Show complete quantity analysis.,quantity_analysis
View year wise sales.,yearly_sales
Show all bottom products,bottom_products
Generate a report for highest profit product.,highest_profit_product
Can you provide the worst region?,worst_region
Show insights for subcategory wise sales.,sales_by_subcategory
Summarize the average net profit.,average_profit
Compute all mean sales,average_sales
Could you reveal the worst region?,worst_region
How much is the top cities?,top_cities
Please calculate monthly sales.,monthly_sales
Show me the total sales.,total_sales
I want the category sales.,sales_by_category
Reveal the region wise profit.,region_profit
How much is the average profit?,average_profit
Reveal all top region,best_region
Create dashboard for month wise profit.,monthly_profit
Visualize least popular products.,bottom_products
Please display the least profitable region.,worst_region
Analyze order count.,order_count
Please create dashboard summary.,dashboard_summary
Show overall bottom cities,bottom_cities
Give detailed sales trend.,sales_growth
Can you give average net profit?,average_profit
Can you tell me business profit?,total_profit
Give total revenue,total_sales
Find all bottom customers,bottom_customers
I want highest spending customers.,top_customers
Could you find the category profit performance?,category_profit
Tell me the profit average.,average_profit
Calculate complete sales increase,sales_growth
Display latest sales average.,average_sales
Show latest mean sales.,average_sales
Can you calculate discount percentage?,discount_analysis
What is sales by year?,yearly_sales
Present the lowest earning product.,lowest_profit_product
Can I see sales average?,average_sales
Kindly show the top customers.,top_customers
Kindly show the customer count.,customer_count
Summarize business growth.,sales_growth
Show latest least profitable states.,bottom_states
Can I see annual profit?,yearly_profit
Show overall top profit product,highest_profit_product
Please identify most valuable customers.,top_customers
Provide overall discount offered,discount_analysis
Provide all best profit item,highest_profit_product
Can you display the average gross profit?,average_profit
Can you reveal the mean profit?,average_profit
Kindly compare the category profit performance.,category_profit
Please provide category performance.,sales_by_category
Please calculate bottom 10 products.,bottom_products
I'd like to know the sales increase.,sales_growth
Visualize monthly revenue.,monthly_sales
Can you display subcategory sales?,sales_by_subcategory
Display the average income,average_profit
Kindly give the most valuable customers.,top_customers
Show all region profit performance,region_profit
Could you display the highest performing region?,best_region
Can you create the stock summary?,inventory_summary
Reveal the top selling states,top_states
Could you find the average business sales?,average_sales
Find discount analysis.,discount_analysis
I'd like the discount offered.,discount_analysis
Kindly calculate the grand total profit.,total_profit
Give complete highest performing region.,best_region
Give overall average income,average_profit
I need annual profit.,yearly_profit
Plot bottom cities.,bottom_cities
Summarize the most profitable region.,best_region
Could you generate the dashboard summary?,dashboard_summary
Summarize the monthly business profit.,monthly_profit
Display all top selling cities,top_cities
Find segment performance.,sales_by_segment
View the least profitable cities.,bottom_cities
Can I see total quantity?,quantity_analysis
Show the sales trend,sales_growth
Provide complete sales by segment,sales_by_segment
Show complete average turnover,average_sales
I would like stock summary.,inventory_summary
Display overall sales growth,sales_growth
Kindly calculate the monthly business sales.,monthly_sales
Kindly create the inventory report.,inventory_summary
Can you analyze the growth in sales?,sales_growth
Find grand total sales.,total_sales
Please calculate top states.,top_states
Could you display the category profit performance?,category_profit
I want year wise profit.,yearly_profit
Can you compare the category profit performance?,category_profit
Create all business overview,dashboard_summary
Tell me the sales average,average_sales
Generate a report for overall earnings.,total_profit
Please show delivery performance.,shipping_analysis
Could you display the overall customers?,customer_count
Create a report for worst profit product.,lowest_profit_product
I'd like to know the profit by region.,region_profit
View the executive summary.,dashboard_summary
Display complete worst performing states.,bottom_states
Kindly view the company profit.,total_profit
Can you calculate business sales?,total_sales
Calculate complete average income,average_profit
I'd like the annual profit.,yearly_profit
Show complete total quantity.,quantity_analysis
How much is inventory summary?,inventory_summary
Find the monthly profit.,monthly_profit
Give all stock overview,inventory_summary
Could you reveal the total profit?,total_profit
Provide the highest performing region,best_region
Display all best cities,top_cities
Could you calculate the business sales?,total_sales
Kindly display the month wise profit.,monthly_profit
Generate lowest earning product.,lowest_profit_product
Analyze all total quantity,quantity_analysis
Find overall sales for each category,sales_by_category
Show me lowest spending customers.,bottom_customers
I'd like the earnings growth.,profit_growth
Explain the number of customers.,customer_count
Compute overall mean sales,average_sales
Display latest monthly revenue.,monthly_sales
Can you calculate month wise sales?,monthly_sales
View region profit performance.,region_profit
Show me category profit.,category_profit
Display latest annual sales.,yearly_sales
Analyze the best region.,best_region
Can you analyze the sales by category?,sales_by_category
Tell me number of orders.,order_count
Please provide worst sales region.,worst_region
Tell me complete total revenue,total_sales
Provide detailed top region.,best_region
Please calculate customer count.,customer_count
Display average income.,average_profit
Analyze profit increase.,profit_growth
Reveal the category sales,sales_by_category
Display all profit trend,profit_growth
Reveal all sales across subcategories,sales_by_subcategory
Reveal complete monthly sales,monthly_sales
Inspect sales by subcategory.,sales_by_subcategory
Kindly show the category sales.,sales_by_category
I need the annual earnings.,yearly_profit
Show me worst performing states.,bottom_states
I want most profitable product.,highest_profit_product
Give me average income.,average_profit
Explain quantity sold.,quantity_analysis
Give complete top 10 customers,top_customers
Show the customer count,customer_count
Can you calculate monthly business sales?,monthly_sales
Tell me the overall orders.,order_count
Tell me growth in sales.,sales_growth
Display the bottom 10 products.,bottom_products
Provide the segment wise sales,sales_by_segment
Explain the sales trend.,sales_growth
Can you identify the best customers?,top_customers
Reveal the company profit,total_profit
Fetch the category profit performance.,category_profit
Analyze performance of average income.,average_profit
Can you provide the average earnings?,average_profit
Can you display monthly revenue?,monthly_sales
Identify the lowest spending customers,bottom_customers
Generate city performance.,top_cities
List overall top states,top_states
Give me the average business sales.,average_sales
Can I see profit average?,average_profit
Display overall dashboard summary,dashboard_summary
Present the monthly revenue.,monthly_sales
Display total earnings.,total_profit
I'd like to know the least profitable states.,bottom_states
Show me the product quantities.,quantity_analysis
Visualize sales quantity.,quantity_analysis
Provide all least profitable product,lowest_profit_product
Provide segment sales,sales_by_segment
Display complete bottom 10 products,bottom_products
Please compare delivery performance.,shipping_analysis
I want the profit increase.,profit_growth
Please display the average income.,average_profit
Identify all best region,best_region
Reveal the monthly earnings,monthly_profit
Compare sales across subcategories,sales_by_subcategory
Give detailed highest spending customers.,top_customers
Please display the highest sales states.,top_states
I'd like the city performance.,bottom_cities
Analyze performance of worst region.,worst_region
Present grand total profit.,total_profit
Fetch annual sales.,yearly_sales
Can you display the subcategory sales?,sales_by_subcategory
Could you find the overall sales?,total_sales
Could you tell me the sales average?,average_sales
Inspect top profit product.,highest_profit_product
Can I see average gross profit?,average_profit
Can you show the total revenue?,total_sales
Display subcategory performance.,sales_by_subcategory
How much is profit by year?,yearly_profit
Find overall top 10 customers,top_customers
Can you provide business sales?,total_sales
List worst performing states,bottom_states
Display overall average profit,average_profit
Present subcategory performance.,sales_by_subcategory
Visualize company profit.,total_profit
Display all category performance,sales_by_category
Show lowest sales states,bottom_states
Show insights for bottom 10 customers.,bottom_customers
Can you calculate sales by month?,monthly_sales
Could you analyze the segment sales?,sales_by_segment
Compare overall category profit,category_profit
Find overall category sales,sales_by_category
Give complete total revenue,total_sales
Find overall sales by category,sales_by_category
Show me the overall sales.,total_sales
I need the total sales.,total_sales
Review grand total sales.,total_sales
Reveal all least popular products,bottom_products
Show bottom customers,bottom_customers
Present overall dashboard.,dashboard_summary
Show insights for discount percentage.,discount_analysis
Show me dashboard summary.,dashboard_summary
Can you provide the profit by year?,yearly_profit
How much is the monthly profit?,monthly_profit
I want average business profit.,average_profit
Generate the grand total profit.,total_profit
Show complete segment performance.,sales_by_segment
Compare complete category performance,sales_by_category
Reveal all profit by month,monthly_profit
Show overall monthly business profit,monthly_profit
Can you generate business summary?,dashboard_summary
Review sales across categories.,sales_by_category
Could you give the sales average?,average_sales
Explain the monthly sales.,monthly_sales
Give complete top customers.,top_customers
Give detailed least profitable states.,bottom_states
Identify overall top customers,top_customers
Can you display customer count?,customer_count
Identify all highest spending customers,top_customers
List complete worst products,bottom_products
Provide overall business sales,total_sales
Provide overall overall customers,customer_count
Kindly display the sales across subcategories.,sales_by_subcategory
Can you find total sales?,total_sales
Kindly provide the segment performance.,sales_by_segment
Provide the regional profit,region_profit
Display latest best customers.,top_customers
Provide all sales by segment,sales_by_segment
Please display annual earnings.,yearly_profit
Can you analyze annual earnings?,yearly_profit
Calculate profit growth,profit_growth
Please provide top selling cities.,top_cities
Analyze the best performing states.,top_states
Display the customer count.,customer_count
Find best customers,top_customers
Generate the discount offered.,discount_analysis
Can you show sales across categories?,sales_by_category
Please show profit growth.,profit_growth
Kindly calculate the earnings growth.,profit_growth
Could you reveal the worst products?,bottom_products
What is the overall profit?,total_profit
I'd like to know the worst performing states.,bottom_states
Analyze all quantity sold,quantity_analysis
Give me the customer segment sales.,sales_by_segment
What is ship mode analysis?,shipping_analysis
Please reveal best cities.,top_cities
Can you provide average profit?,average_profit
Reveal quantity sold.,quantity_analysis
Can you show the growth in sales?,sales_growth
Please calculate the overall profit.,total_profit
I'd like to know lowest earning product.,lowest_profit_product
Create dashboard for best sales region.,best_region
Visualize annual earnings.,yearly_profit
Calculate average income,average_profit
Tell me the average revenue.,average_sales
Show overall least profitable states,bottom_states
Find total profit.,total_profit
I want the delivery performance.,shipping_analysis
Kindly show the monthly business profit.,monthly_profit
Find overall sales average,average_sales
Please show top profit product.,highest_profit_product
Can I see customer count?,customer_count
Can you calculate the customer count?,customer_count
Display least selling products,bottom_products
Can you show business sales?,total_sales
Please display the region wise profit.,region_profit
Please list least profitable cities.,bottom_cities
Fetch the sales by year.,yearly_sales
Tell me all total earnings,total_profit
Present the profit increase.,profit_growth
I would like annual revenue.,yearly_sales
Show insights for best cities.,top_cities
Generate all business overview,dashboard_summary
Display the city performance,top_cities
I need the average earnings.,average_profit
I'd like to know sales average.,average_sales
Please find bottom 10 customers.,bottom_customers
Kindly identify the lowest earning product.,lowest_profit_product
Provide all yearly sales,yearly_sales
Can you provide ship mode analysis?,shipping_analysis
Tell me grand total profit.,total_profit
Please display inventory report.,inventory_summary
Can you give order count?,order_count
Please find average earnings.,average_profit
Display latest total customer orders.,order_count
Compare monthly earnings.,monthly_profit
Please analyze quantity analysis.,quantity_analysis
Explain earnings growth.,profit_growth
Present least selling products.,bottom_products
Analyze bottom states.,bottom_states
Please provide annual profit.,yearly_profit
Calculate overall year wise sales,yearly_sales
Explain average earnings.,average_profit
Find average business sales,average_sales
Analyze performance of profit growth.,profit_growth
Find complete most profitable region,best_region
Summarize sales growth.,sales_growth
Please view average earnings.,average_profit
List complete most valuable customers,top_customers
Reveal overall lowest sales region,worst_region
Kindly calculate the business profit.,total_profit
I would like monthly earnings.,monthly_profit
Display region wise profit.,region_profit
What is profit by year?,yearly_profit
Generate overall discount.,discount_analysis
Tell me monthly business sales.,monthly_sales
Present average sales.,average_sales
Could you find the worst profit product?,lowest_profit_product
Present registered customers.,customer_count
